workclass,education,marital-status,occupation,relationship,sex,marital-status_index,workclass_index,relationship_index,occupation_index,education_index,sex_index
?,Assoc-acdm,Never-married,?,Own-child,Female,1,3,2,7,6,1
?,Some-college,Never-married,?,Own-child,Female,1,3,2,7,1,1
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,2,0,2,2,0
Private,HS-grad,Never-married,Craft-repair,Not-in-family,Male,1,0,1,0,0,0
Private,7th-8th,Divorced,Transport-moving,Not-in-family,Male,2,0,1,8,8,0
Federal-gov,HS-grad,Divorced,Tech-support,Unmarried,Male,2,6,3,10,0,0
Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,Male,0,2,0,5,0,0
Private,HS-grad,Never-married,Other-service,Not-in-family,Female,1,0,1,5,0,1
Private,HS-grad,Married-civ-spouse,Sales,Husband,Male,0,0,0,4,0,0
State-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,Female,0,4,4,2,3,1
Local-gov,Some-college,Never-married,Adm-clerical,Own-child,Female,1,2,2,3,1,1
Private,HS-grad,Never-married,Exec-managerial,Own-child,Female,1,0,2,1,0,1
Private,Some-college,Never-married,Other-service,Not-in-family,Female,1,0,1,5,1,1
Federal-gov,Some-college,Divorced,Adm-clerical,Not-in-family,Male,2,6,1,3,1,0
Private,10th,Never-married,Sales,Own-child,Female,1,0,2,4,7,1
Private,Assoc-acdm,Never-married,Exec-managerial,Own-child,Male,1,0,2,1,6,0
Private,Some-college,Married-civ-spouse,Transport-moving,Husband,Male,0,0,0,8,1,0
?,HS-grad,Never-married,?,Own-child,Male,1,3,2,7,0,0
State-gov,Some-college,Never-married,Adm-clerical,Own-child,Female,1,4,2,3,1,1
Private,HS-grad,Divorced,Adm-clerical,Own-child,Female,2,0,2,3,0,1
Federal-gov,?,?,Tech-support,Husband,Male,6,6,0,10,15,0
Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,0,2,0,2,3,0
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,0,1,2,0
Private,Bachelors,Divorced,Prof-specialty,Not-in-family,Female,2,0,1,2,2,1
Private,HS-grad,Never-married,Craft-repair,Not-in-family,Male,1,0,1,0,0,0
Private,11th,Never-married,Craft-repair,Not-in-family,Female,1,0,1,0,5,1
Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,8,0
Private,HS-grad,Divorced,Adm-clerical,Unmarried,Female,2,0,3,3,0,1
?,Some-college,Never-married,?,Own-child,Male,1,3,2,7,1,0
Private,10th,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,7,0
Private,Assoc-voc,Separated,Exec-managerial,Unmarried,Female,4,0,3,1,4,1
Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,4,3,1,1
Local-gov,Doctorate,Divorced,Prof-specialty,Not-in-family,Female,2,2,1,2,11,1
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,0,1,2,0
Private,HS-grad,Never-married,Other-service,Own-child,Male,1,0,2,5,0,0
Private,Masters,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,0,9,3,0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,0,0
Private,HS-grad,Divorced,Sales,Not-in-family,Female,2,0,1,4,0,1
Private,7th-8th,Married-civ-spouse,Tech-support,Husband,Male,0,0,0,10,8,0
Private,11th,Divorced,Other-service,Own-child,Male,2,0,2,5,5,0
State-gov,12th,Divorced,Other-service,Unmarried,Female,2,4,3,5,10,1
Self-emp-inc,HS-grad,Widowed,Sales,Not-in-family,Male,3,5,1,4,0,0
Private,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,0,0,4,2,0
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,0,0,0,8,0,0
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,0,1,0,0
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,1,0,1,2,2,1
Private,HS-grad,Separated,Craft-repair,Own-child,Male,4,0,2,0,0,0
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,1,0
Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,0,1,1,0
Private,10th,Never-married,Sales,Not-in-family,Male,1,0,1,4,7,0
Private,HS-grad,Never-married,Adm-clerical,Unmarried,Female,1,0,3,3,0,1
?,7th-8th,Married-civ-spouse,?,Husband,Male,0,3,0,7,8,0
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,0,6,0,0
Private,HS-grad,Never-married,Farming-fishing,Own-child,Male,1,0,2,11,0,0
Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,Female,0,0,4,1,0,1
Private,10th,Never-married,Other-service,Other-relative,Male,1,0,5,5,7,0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,0,0
State-gov,Bachelors,Never-married,Prof-specialty,Other-relative,Female,1,4,5,2,2,1
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,0,1,2,0
Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,0,5,0,2,9,0
Private,Some-college,Married-civ-spouse,Transport-moving,Husband,Male,0,0,0,8,1,0
?,Some-college,Never-married,?,Own-child,Female,1,3,2,7,1,1
Private,Some-college,Never-married,Transport-moving,Not-in-family,Male,1,0,1,8,1,0
Private,Masters,Never-married,Adm-clerical,Not-in-family,Female,1,0,1,3,3,1
State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,4,0,1,2,0
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,0,0,0,8,0,0
Private,Some-college,Never-married,Other-service,Not-in-family,Male,1,0,1,5,1,0
Local-gov,HS-grad,Never-married,Craft-repair,Not-in-family,Male,1,2,1,0,0,0
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,0,6,0,0
Private,HS-grad,Separated,Machine-op-inspct,Unmarried,Female,4,0,3,6,0,1
State-gov,Bachelors,Never-married,Prof-specialty,Own-child,Male,1,4,2,2,2,0
?,10th,Married-civ-spouse,?,Husband,Male,0,3,0,7,7,0
Private,Masters,Never-married,Prof-specialty,Not-in-family,Male,1,0,1,2,3,0
Self-emp-inc,Masters,Divorced,Exec-managerial,Not-in-family,Male,2,5,1,1,3,0
Private,Some-college,Never-married,Adm-clerical,Not-in-family,Female,1,0,1,3,1,1
Federal-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,1,6,1,2,2,1
Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Female,0,1,4,2,2,1
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,0,2,2,0
Local-gov,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,Male,0,2,0,0,6,0
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,0,2,2,0
Local-gov,Some-college,Never-married,Other-service,Unmarried,Female,1,2,3,5,1,1
Private,HS-grad,Never-married,Transport-moving,Not-in-family,Male,1,0,1,8,0,0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,0,0
Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,0,2,9,0
Private,Some-college,Separated,Sales,Unmarried,Female,4,0,3,4,1,1
Private,Some-college,Married-civ-spouse,Transport-moving,Husband,Male,0,0,0,8,1,0
Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Male,1,0,1,1,2,0
Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Not-in-family,Male,1,1,1,0,0,0
Self-emp-not-inc,Doctorate,Never-married,Prof-specialty,Not-in-family,Male,1,1,1,2,11,0
Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,Male,0,2,0,12,0,0
Private,Some-college,Never-married,Prof-specialty,Not-in-family,Female,1,0,1,2,1,1
Private,Bachelors,Never-married,Prof-specialty,Own-child,Male,1,0,2,2,2,0
Private,10th,Divorced,Sales,Unmarried,Female,2,0,3,4,7,1
Private,HS-grad,Never-married,Other-service,Not-in-family,Male,1,0,1,5,0,0
Private,HS-grad,Divorced,Craft-repair,Other-relative,Female,2,0,5,0,0,1
Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,Husband,Male,0,1,0,0,7,0
Private,Some-college,Divorced,Adm-clerical,Unmarried,Female,2,0,3,3,1,1
Private,7th-8th,Divorced,Machine-op-inspct,Not-in-family,Male,2,0,1,6,8,0
Self-emp-inc,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,5,0,6,2,0
Private,HS-grad,Married-civ-spouse,Other-service,Wife,Female,0,0,4,5,0,1
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,0,0
Private,HS-grad,Married-civ-spouse,Sales,Husband,Male,0,0,0,4,0,0
Private,Some-college,Married-civ-spouse,Sales,Husband,Male,0,0,0,4,1,0
Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,0,2,0,2,3,0
State-gov,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,Male,0,4,0,1,4,0
?,Bachelors,Never-married,?,Not-in-family,Male,1,3,1,7,2,0
Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Female,1,0,2,9,0,1
Private,Bachelors,Never-married,Sales,Own-child,Male,1,0,2,4,2,0
Private,Some-college,Married-civ-spouse,Other-service,Husband,Male,0,0,0,5,1,0
Private,Some-college,Separated,Other-service,Unmarried,Female,4,0,3,5,1,1
Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,4,3,0,1
Private,Some-college,Divorced,Other-service,Own-child,Female,2,0,2,5,1,1
Private,HS-grad,Married-civ-spouse,Other-service,Wife,Female,0,0,4,5,0,1
Private,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,Male,0,0,0,10,6,0
Private,Some-college,Never-married,Handlers-cleaners,Unmarried,Male,1,0,3,9,1,0
Private,Bachelors,Never-married,Adm-clerical,Own-child,Female,1,0,2,3,2,1
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,0,1,2,0
Private,11th,Never-married,Sales,Own-child,Female,1,0,2,4,5,1
?,7th-8th,Married-civ-spouse,?,Husband,Male,0,3,0,7,8,0
Private,Prof-school,Married-civ-spouse,Transport-moving,Husband,Male,0,0,0,8,9,0
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,1,0,0,0,0
Private,Some-college,Never-married,Craft-repair,Not-in-family,Male,1,0,1,0,1,0
Local-gov,"",Married-civ-spouse,Other-service,Wife,Female,0,2,4,5,"",1
Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,0,2,1,0
Private,Bachelors,Never-married,Other-service,Not-in-family,Female,1,0,1,5,2,1
Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,4,3,6,1
Private,HS-grad,Never-married,Craft-repair,Not-in-family,Male,1,0,1,0,0,0
Federal-gov,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,Female,2,6,1,1,6,1
Private,Some-college,Divorced,Machine-op-inspct,Unmarried,Female,2,0,3,6,1,1
Self-emp-not-inc,HS-grad,Separated,Craft-repair,Unmarried,Male,4,1,3,0,0,0
Private,HS-grad,Never-married,Transport-moving,Not-in-family,Female,1,0,1,8,0,1
Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,0,5,0,1,0,0
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,0,6,0,0
Private,10th,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,7,0
Private,HS-grad,Divorced,Other-service,Unmarried,Female,2,0,3,5,0,1
Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,0,1,2,0
Private,Masters,Married-civ-spouse,Tech-support,Husband,Male,0,0,0,10,3,0
Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,Male,0,1,0,4,1,0
Private,Some-college,Divorced,Prof-specialty,Unmarried,Female,2,0,3,2,1,1
Private,7th-8th,"",Prof-specialty,Other-relative,Male,"",0,5,2,8,0
Private,Some-college,Never-married,Sales,Own-child,Female,1,0,2,4,1,1
Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,0,3,1,0
Private,HS-grad,Divorced,Adm-clerical,Unmarried,Female,2,0,3,3,0,1
Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,Male,2,0,1,9,0,0
Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,Male,0,0,0,8,8,0
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,0,0,0,8,0,0
Private,HS-grad,Never-married,Adm-clerical,Own-child,Female,1,0,2,3,0,1
Local-gov,Assoc-voc,Never-married,Protective-serv,Not-in-family,Female,1,2,1,12,4,1
Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,Husband,Male,0,1,0,0,8,0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,0,0
Private,Bachelors,Married-civ-spouse,Other-service,Wife,Female,0,0,4,5,2,1
Private,7th-8th,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,0,1,8,0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,0,0
Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,4,0
Local-gov,Masters,Never-married,Prof-specialty,Own-child,Female,1,2,2,2,3,1
Local-gov,HS-grad,Never-married,Transport-moving,Not-in-family,Male,1,2,1,8,0,0
Local-gov,HS-grad,Never-married,Adm-clerical,Own-child,Male,1,2,2,3,0,0
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,0,1,0,0
Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,0,2,0,1,1,0
Private,HS-grad,Never-married,Other-service,Not-in-family,Male,1,0,1,5,0,0
Private,Prof-school,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,4,2,9,1
?,Bachelors,Married-civ-spouse,?,Husband,Male,0,3,0,7,2,0
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,0,0,0,8,0,0
Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,0,1,1,0
Federal-gov,Some-college,Widowed,Tech-support,Not-in-family,Female,3,6,1,10,1,1
Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,0,9,1,0
Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,0,2,9,0
Private,Assoc-voc,Separated,Prof-specialty,Other-relative,Female,4,0,5,2,4,1
Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,Male,0,5,0,4,0,0
Private,Bachelors,Never-married,Craft-repair,Not-in-family,Male,1,0,1,0,2,0
Private,Bachelors,Separated,Tech-support,Not-in-family,Male,4,0,1,10,2,0
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Male,0,1,0,11,0,0
Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,Male,0,0,0,4,6,0
Private,HS-grad,Divorced,Transport-moving,Not-in-family,Male,2,0,1,8,0,0
Private,Some-college,Never-married,Sales,Own-child,Male,1,0,2,4,1,0
Federal-gov,Some-college,Never-married,Adm-clerical,Not-in-family,Female,1,6,1,3,1,1
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,1,0
State-gov,Assoc-voc,Divorced,Tech-support,Unmarried,Female,2,4,3,10,4,1
Private,11th,Never-married,Handlers-cleaners,Own-child,Male,1,0,2,9,5,0
Private,12th,Divorced,Craft-repair,Own-child,Male,2,0,2,0,10,0
Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Male,1,0,1,1,2,0
Local-gov,Bachelors,Never-married,Protective-serv,Not-in-family,Male,1,2,1,12,2,0
?,11th,Married-civ-spouse,?,Wife,Female,0,3,4,7,5,1
Private,HS-grad,Divorced,Sales,Not-in-family,Female,2,0,1,4,0,1
Private,Bachelors,Never-married,Prof-specialty,Unmarried,Female,1,0,3,2,2,1
?,12th,Never-married,?,Other-relative,Male,1,3,5,7,10,0
Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,Male,0,1,0,11,8,0
?,Assoc-acdm,Married-civ-spouse,?,Husband,Male,0,3,0,7,6,0
Private,Prof-school,Never-married,Sales,Not-in-family,Female,1,0,1,4,9,1
Private,Assoc-acdm,Divorced,Sales,Not-in-family,Male,2,0,1,4,6,0
Private,Some-college,Divorced,Tech-support,Not-in-family,Female,2,0,1,10,1,1
Private,Some-college,Never-married,Exec-managerial,Other-relative,Male,1,0,5,1,1,0
Private,HS-grad,Married-civ-spouse,Sales,Husband,Male,0,0,0,4,0,0
Private,Bachelors,Divorced,Exec-managerial,Not-in-family,Male,2,0,1,1,2,0
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,0,6,0,0
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,0,1,1,0
Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,0,3,0,0
?,7th-8th,Never-married,?,Not-in-family,Male,1,3,1,7,8,0
Private,Assoc-acdm,Never-married,Other-service,Own-child,Male,1,0,2,5,6,0
Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Female,1,0,1,1,2,1
Private,Doctorate,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,0,1,11,0
Local-gov,Masters,Widowed,Prof-specialty,Unmarried,Female,3,2,3,2,3,1
Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,0,1,1,0
Self-emp-not-inc,HS-grad,Divorced,Farming-fishing,Unmarried,Male,2,1,3,11,0,0
Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,Male,0,2,0,12,1,0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,0,0
Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,0,9,5,0
Private,Some-college,Divorced,Exec-managerial,Not-in-family,Female,2,0,1,1,1,1
Private,HS-grad,Never-married,Sales,Own-child,Female,1,0,2,4,0,1
State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,0,4,0,2,3,0
Local-gov,HS-grad,Divorced,Other-service,Not-in-family,Female,2,2,1,5,0,1
Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,0,3,6,0
Private,HS-grad,Separated,Exec-managerial,Unmarried,Female,4,0,3,1,0,1
Federal-gov,Some-college,Separated,Exec-managerial,Not-in-family,Female,4,6,1,1,1,1
Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Wife,Female,0,5,4,1,0,1
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,1,0,1,2,2,0
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,1,0,1,2,2,0
Private,HS-grad,Divorced,Priv-house-serv,Unmarried,Female,2,0,3,13,0,1
Private,Some-college,Never-married,Craft-repair,Not-in-family,Male,1,0,1,0,1,0
Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,0,5,0,2,9,0
State-gov,HS-grad,Never-married,Transport-moving,Not-in-family,Male,1,4,1,8,0,0
Private,HS-grad,Never-married,Sales,Not-in-family,Female,1,0,1,4,0,1
Private,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,0,0,4,2,0
?,"",Separated,?,Not-in-family,Male,4,3,1,7,"",0
Private,Prof-school,Married-civ-spouse,Sales,Husband,Male,0,0,0,4,9,0
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,0,6,0,0
Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,Female,1,0,5,6,0,1
Private,Bachelors,Never-married,Sales,Not-in-family,Male,1,0,1,4,2,0
State-gov,Masters,Never-married,Prof-specialty,Not-in-family,Male,1,4,1,2,3,0
Local-gov,Bachelors,Divorced,Exec-managerial,Unmarried,Female,2,2,3,1,2,1
Private,HS-grad,Divorced,Handlers-cleaners,Unmarried,Female,2,0,3,9,0,1
?,Some-college,Never-married,?,Not-in-family,Female,1,3,1,7,1,1
Private,HS-grad,Married-civ-spouse,Other-service,Husband,Male,0,0,0,5,0,0
Private,Assoc-voc,Never-married,Adm-clerical,Own-child,Female,1,0,2,3,4,1
Self-emp-not-inc,HS-grad,Separated,Craft-repair,Own-child,Male,4,1,2,0,0,0
Private,HS-grad,Never-married,Exec-managerial,Not-in-family,Male,1,0,1,1,0,0
Private,HS-grad,Widowed,Adm-clerical,Unmarried,Female,3,0,3,3,0,1
Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,Female,0,2,4,2,3,1
Federal-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,Male,1,6,1,3,2,0
Private,Doctorate,Never-married,Prof-specialty,Not-in-family,Male,1,0,1,2,11,0
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,1,0
Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,Male,0,5,0,4,1,0
Private,Some-college,Never-married,Adm-clerical,Not-in-family,Female,1,0,1,3,1,1
Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,Male,0,0,0,4,6,0
Private,Assoc-voc,Divorced,Prof-specialty,Not-in-family,Female,2,0,1,2,4,1
Local-gov,HS-grad,Married-civ-spouse,Handlers-cleaners,Other-relative,Male,0,2,5,9,0,0
Private,Some-college,Never-married,Adm-clerical,Own-child,Male,1,0,2,3,1,0
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,0,0,0,8,0,0
Private,HS-grad,Never-married,Transport-moving,Other-relative,Male,1,0,5,8,0,0
Private,Some-college,Married-civ-spouse,Sales,Husband,Male,0,0,0,4,1,0
?,HS-grad,Separated,?,Unmarried,Female,4,3,3,7,0,1
Private,1st-4th,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,0,6,13,0
Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,0,2,11,0
Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,4,2,4,1
Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,Male,0,5,0,4,3,0
Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Farming-fishing,Husband,Male,0,1,0,11,6,0
Private,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,0,0,4,2,0
?,HS-grad,Never-married,?,Own-child,Male,1,3,2,7,0,0
Self-emp-not-inc,HS-grad,Divorced,Sales,Not-in-family,Male,2,1,1,4,0,0
Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,Male,0,6,0,3,1,0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,0,0
Local-gov,HS-grad,Divorced,Exec-managerial,Not-in-family,Male,2,2,1,1,0,0
Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,4,2,2,1
Private,12th,Never-married,Other-service,Own-child,Male,1,0,2,5,10,0
Private,11th,Never-married,Transport-moving,Own-child,Male,1,0,2,8,5,0
Private,Some-college,"",Farming-fishing,Own-child,Male,"",0,2,11,1,0
Private,Bachelors,Widowed,Prof-specialty,Unmarried,Female,3,0,3,2,2,1
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,0,0
Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,0,2,0,2,3,0
State-gov,Some-college,Never-married,Transport-moving,Own-child,Male,1,4,2,8,1,0
Private,1st-4th,Married-civ-spouse,Transport-moving,Husband,Male,0,0,0,8,13,0
State-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,Male,0,4,0,3,1,0
Private,Some-college,Never-married,Other-service,Own-child,Female,1,0,2,5,1,1
Private,Some-college,Never-married,Machine-op-inspct,Own-child,Male,1,0,2,6,1,0
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,1,0
Private,HS-grad,Never-married,Sales,Own-child,Female,1,0,2,4,0,1
Private,11th,Separated,Machine-op-inspct,Unmarried,Male,4,0,3,6,5,0
?,HS-grad,Never-married,?,Other-relative,Female,1,3,5,7,0,1
Private,Some-college,Divorced,Exec-managerial,Not-in-family,Female,2,0,1,1,1,1
Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,0,11,0,0
Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,4,3,0,1
Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,0,6,4,0
Local-gov,Some-college,Never-married,Adm-clerical,Unmarried,Female,1,2,3,3,1,1
Private,Some-college,Never-married,Exec-managerial,Not-in-family,Male,1,0,1,1,1,0
Private,10th,Separated,Craft-repair,Unmarried,Female,4,0,3,0,7,1
?,1st-4th,Married-civ-spouse,?,Husband,Male,0,3,0,7,13,0
Federal-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,Female,2,6,1,3,0,1
Private,Assoc-voc,Divorced,Prof-specialty,Unmarried,Female,2,0,3,2,4,1
Private,11th,Never-married,Craft-repair,Own-child,Male,1,0,2,0,5,0
